Lot Area,Neighborhood,Bldg Type,House Style,Year Built,Year Remod/Add,Full Bath,Bedroom AbvGr,SalePrice
8940,Mitchel,Multi-Family,2,1997,1998,2,2,209200
7060,Mitchel,Multi-Family,2,1997,1998,2,2,206300
9278,Mitchel,Single-Family,1,2007,2008,1,2,146000
4500,Mitchel,Townhouse,1,1997,1997,2,2,160500
14137,Mitchel,Single-Family,2,1964,1964,1,3,173000
4224,MeadowV,Townhouse,1,1975,1975,1,3,124000
2665,MeadowV,Townhouse,2,1976,1976,1,3,115000
2665,MeadowV,Townhouse,2,1976,1976,2,4,129500
1974,MeadowV,Townhouse,2,1973,2006,1,2,105000
1596,MeadowV,Townhouse,2,1973,1973,1,1,94900
17979,Mitchel,Single-Family,1,1968,1968,1,3,152500
1890,MeadowV,Townhouse,2,1972,1972,1,1,81000
21750,Mitchel,Single-Family,1,1954,1954,1,2,113000
6490,Mitchel,Single-Family,1,1983,1983,1,2,128500
6951,Mitchel,Single-Family,1,1984,1985,1,3,119500
6600,Mitchel,Single-Family,1,1982,2008,1,3,130500
6600,Mitchel,Single-Family,1,1982,2003,1,2,138000
6600,Mitchel,Single-Family,1,1982,2005,1,3,134500
12508,Mitchel,Single-Family,2,1940,1985,2,4,160000
12395,Mitchel,Single-Family,1,1984,1984,1,3,137500
11075,Mitchel,Single-Family,2,1969,1969,2,4,172000
56600,IDOTRR,Single-Family,2,1900,1950,2,4,103000
10667,NAmes,Single-Family,1,1971,1971,2,3,167300
10628,NAmes,Single-Family,1,1970,1970,1,2,167000
13651,NAmes,Single-Family,1,1973,1973,2,3,244000
15865,NAmes,Single-Family,1,1970,1970,2,4,268000
12394,Gilbert,Single-Family,2,2003,2003,2,3,225000
10364,Gilbert,Single-Family,2,1995,1996,2,3,168000
13869,Gilbert,Single-Family,2,1997,1997,2,3,177000
8773,Gilbert,Single-Family,2,1997,1997,2,3,169000
8872,Gilbert,Single-Family,2,1997,1997,2,3,161500
5330,StoneBr,Townhouse,1,2000,2000,2,2,251000
10147,Gilbert,Single-Family,2,1994,1994,2,3,160000
8637,Gilbert,Single-Family,2,1999,2000,2,3,180000
7875,Gilbert,Single-Family,2,1996,1996,2,3,178750
7875,Gilbert,Single-Family,1,1995,1996,2,3,176000
7500,Gilbert,Single-Family,2,1999,2003,3,5,204000
9556,Gilbert,Single-Family,1,1992,1993,2,3,160000
10784,Gilbert,Single-Family,2,1991,1992,2,3,160000
9125,Gilbert,Single-Family,2,1992,1992,2,3,163900
7655,Gilbert,Single-Family,2,1993,1994,2,3,168000
18160,Gilbert,Single-Family,1,1964,1964,1,3,154204
3696,StoneBr,Townhouse,1,1986,1986,1,2,170000
5062,StoneBr,Townhouse,2,1984,1984,2,3,207500
4740,StoneBr,Townhouse,1,1988,1988,2,2,182000
5118,StoneBr,Townhouse,1,1990,1990,1,1,212000
41600,Gilbert,Multi-Family,1,1969,1990,1,3,155000
12546,NWAmes,Single-Family,1,1981,1981,2,3,182900
10960,NWAmes,Single-Family,1,1984,1984,2,3,174000
12090,NWAmes,Single-Family,2,1984,2003,3,3,178000
12090,NWAmes,Single-Family,2,1981,2003,2,3,176000
12299,NWAmes,Single-Family,1,1978,1985,2,3,213000
11339,NWAmes,Single-Family,2,1979,1979,2,4,192000
11952,NWAmes,Single-Family,2,1977,1977,2,3,190000
12046,NWAmes,Single-Family,2,1976,1976,2,4,195000
10395,NWAmes,Single-Family,2,1978,1978,2,3,148000
11850,NWAmes,Single-Family,1,1984,1984,2,3,151500
11584,NWAmes,Single-Family,2,1979,1979,2,3,197000
10400,NWAmes,Single-Family,1,1979,1999,2,2,192350
10793,NWAmes,Single-Family,2,1969,1969,2,4,152000
13001,NWAmes,Single-Family,1,1971,1971,2,2,170000
12243,NWAmes,Single-Family,1,1971,1971,2,3,175000
11700,NWAmes,Single-Family,2,1968,1968,1,3,175000
12384,NWAmes,Single-Family,2,1976,1976,2,3,197900
8991,NWAmes,Single-Family,2,1976,1976,2,3,174000
8000,NWAmes,Single-Family,2,1974,1974,2,4,178900
10500,NAmes,Single-Family,2,1971,2005,1,3,139000
10530,NAmes,Single-Family,1,1971,1971,1,3,143250
7472,NAmes,Single-Family,2,1972,2004,1,4,184000
9457,NAmes,Single-Family,1,1970,1990,1,3,155000
7920,NAmes,Single-Family,1,1970,2002,1,3,133000
9758,NAmes,Single-Family,1,1971,1971,1,3,119500
8294,NAmes,Single-Family,1,1971,1971,1,3,123000
7340,NAmes,Single-Family,1,1971,1971,1,2,110000
17199,NAmes,Single-Family,1,1961,1961,1,2,128000
9000,NAmes,Single-Family,1,1971,1971,1,3,120500
4058,NAmes,Townhouse,2,1998,1998,1,1,133000
4113,NAmes,Townhouse,1,2001,2001,2,2,155000
10943,NAmes,Townhouse,1,1997,1998,2,2,177000
2205,BrDale,Townhouse,2,1973,1973,1,3,113500
1890,BrDale,Townhouse,2,1973,1973,1,3,113000
2016,BrDale,Townhouse,2,1970,1970,2,3,106000
1920,BrDale,Townhouse,2,1971,1971,1,2,122500
4928,NPkVill,Townhouse,1,1976,1976,2,2,128000
2308,NPkVill,Townhouse,2,1976,1976,2,3,155000
2304,NPkVill,Townhouse,1,1978,1978,2,2,142500
7150,NAmes,Single-Family,1,1966,1966,1,3,129250
14154,NridgHt,Single-Family,2,2006,2006,2,3,280000
11428,NridgHt,Single-Family,1,2006,2006,2,3,250000
16659,NridgHt,Single-Family,2,2007,2008,2,3,260116
11999,NridgHt,Single-Family,2,2003,2004,2,4,285000
12568,NridgHt,Single-Family,2,2007,2007,2,3,281500
9926,NridgHt,Single-Family,1,2005,2006,2,3,245700
9254,NridgHt,Single-Family,1,2005,2005,2,3,232698
10732,NridgHt,Single-Family,2,2006,2007,2,3,250000
7577,NridgHt,Townhouse,1,2005,2006,2,2,194700
3901,NridgHt,Townhouse,1,2005,2006,1,1,204000
3903,NridgHt,Townhouse,1,2005,2006,1,1,200000
6289,NridgHt,Townhouse,1,2005,2006,2,2,207000
4590,NridgHt,Townhouse,1,2006,2006,2,2,209500
4590,NridgHt,Townhouse,1,2006,2006,2,2,209500
6442,NridgHt,Townhouse,1,2006,2006,2,2,202500
7841,NridgHt,Townhouse,1,2005,2005,2,2,280000
7313,NridgHt,Townhouse,1,2005,2005,2,2,277500
6240,NridgHt,Townhouse,1,2006,2006,2,2,221370
3242,NridgHt,Townhouse,1,2003,2003,2,2,200000
15810,Gilbert,Single-Family,2,2007,2007,3,3,181755
10237,Gilbert,Single-Family,2,2005,2006,2,3,176000
10237,Gilbert,Single-Family,2,2005,2007,2,3,178900
13204,Gilbert,Single-Family,2,2006,2007,2,3,168165
8857,Gilbert,Single-Family,2,2006,2006,2,3,171925
9729,Gilbert,Single-Family,2,2006,2007,2,3,198444
12216,Gilbert,Single-Family,1,2005,2005,2,3,203000
9018,Gilbert,Single-Family,2,2007,2007,2,3,179540
8993,Gilbert,Single-Family,1,2007,2007,2,3,176485
8899,Gilbert,Single-Family,1,2007,2007,2,3,181134
8499,Gilbert,Single-Family,2,2006,2007,2,3,156932
8229,Gilbert,Single-Family,2,2007,2007,2,3,166000
7713,Gilbert,Single-Family,2,2007,2007,2,3,177594
7697,Gilbert,Single-Family,1,2007,2007,2,3,173500
3922,Blmngtn,Townhouse,1,2006,2007,2,2,172500
3621,Blmngtn,Townhouse,1,2003,2003,2,2,226500
3710,Blmngtn,Single-Family,1,2007,2007,2,2,185485
14572,Gilbert,Single-Family,1,2004,2004,2,3,259000
16219,Gilbert,Single-Family,2,2004,2005,2,2,188500
11084,Gilbert,Single-Family,2,2004,2004,2,3,175000
11796,Gilbert,Single-Family,2,2004,2005,2,4,215000
10936,Gilbert,Single-Family,1,2006,2006,2,3,206580
8244,Gilbert,Single-Family,2,2004,2004,2,3,183500
11950,Gilbert,Single-Family,2,2003,2003,2,3,165500
7875,Gilbert,Single-Family,2,2003,2003,2,4,211000
8063,Gilbert,Single-Family,2,2000,2000,2,3,181000
8740,Gilbert,Single-Family,2,2002,2002,2,4,219500
7917,Gilbert,Single-Family,2,1999,2000,2,3,175000
9967,Gilbert,Single-Family,2,2000,2000,2,3,170000
7750,Gilbert,Single-Family,2,2003,2003,2,3,162000
9487,Gilbert,Single-Family,2,2000,2000,2,3,187000
9649,Gilbert,Single-Family,2,1999,2000,2,3,185000
11000,NoRidge,Single-Family,2,2000,2000,2,4,248000
10790,NoRidge,Single-Family,2,1998,1998,2,4,252000
9920,NoRidge,Single-Family,2,1996,1997,2,3,269790
9950,NoRidge,Single-Family,2,1995,1995,2,4,290000
12257,NoRidge,Single-Family,2,1995,1995,2,4,290000
11762,NoRidge,Single-Family,2,1992,1993,2,4,263000
9910,Somerst,Single-Family,1,2007,2007,2,3,213133
11830,Somerst,Single-Family,1,2007,2007,2,3,260261
15256,Somerst,Single-Family,1,2007,2007,2,3,282922
10612,Somerst,Single-Family,1,2006,2006,2,3,215000
13501,Somerst,Single-Family,1,2006,2006,2,3,255000
9986,Somerst,Single-Family,1,2006,2007,2,2,147000
9965,Somerst,Single-Family,1,2007,2007,3,3,235876
9849,Somerst,Single-Family,1,2007,2007,2,3,248328
10000,Somerst,Single-Family,1,2006,2006,2,3,227000
8847,Somerst,Single-Family,1,2005,2005,2,3,260000
9158,Somerst,Single-Family,1,2007,2007,2,3,225000
8251,Somerst,Single-Family,1,2005,2006,2,3,249000
9605,Somerst,Single-Family,2,2006,2006,2,3,250000
8778,Somerst,Single-Family,2,2006,2006,2,3,221300
8640,Somerst,Single-Family,1,2007,2007,2,3,208900
9000,Somerst,Single-Family,1,2006,2007,2,3,210400
8640,Somerst,Single-Family,2,2007,2007,2,3,255000
10411,Somerst,Single-Family,2,2007,2007,3,3,212109
9000,Somerst,Single-Family,2,2006,2006,2,3,270000
11096,Somerst,Single-Family,1,2006,2006,2,3,249700
10207,Somerst,Single-Family,2,2007,2007,3,3,227875
10440,Somerst,Single-Family,1,2007,2007,2,2,261329
11824,Somerst,Single-Family,1,2006,2006,2,2,253000
10625,Somerst,Single-Family,2,2004,2004,2,4,265000
7500,SawyerW,Single-Family,1,2006,2007,1,3,146000
7500,SawyerW,Single-Family,1,2006,2006,1,3,147000
12450,SawyerW,Single-Family,1,2003,2004,1,3,149000
7441,SawyerW,Single-Family,1,2006,2006,2,3,181000
8462,SawyerW,Single-Family,2,1994,1994,2,3,201000
11613,SawyerW,Single-Family,2,1993,1997,2,3,191750
8450,SawyerW,Single-Family,1,2000,2001,2,3,179000
16196,SawyerW,Single-Family,1,1998,1998,2,3,215000
8012,SawyerW,Townhouse,1,1992,1992,2,2,179200
8012,SawyerW,Townhouse,2,1980,1980,1,2,128000
9180,SawyerW,Single-Family,2,1983,1983,1,2,144000
8400,SawyerW,Multi-Family,1,1977,1977,2,4,144000
6285,Sawyer,Single-Family,1,1977,1977,1,2,120750
8480,Sawyer,Single-Family,1,1963,1963,1,2,132500
7420,Sawyer,Single-Family,1,1962,1962,1,3,132000
7758,Sawyer,Single-Family,1,1962,2001,1,3,132500
6970,Sawyer,Single-Family,1,1961,1961,1,3,129000
13673,Sawyer,Single-Family,1,1962,1962,1,3,143900
7476,Sawyer,Single-Family,1,1968,1968,1,3,145000
9945,Sawyer,Single-Family,1,1961,1961,1,3,128500
6173,Sawyer,Single-Family,1,1967,1967,1,3,125500
19522,Veenker,Single-Family,2,1990,1990,2,3,300000
17542,Veenker,Single-Family,2,1974,2003,2,3,294000
10751,Sawyer,Single-Family,1,1974,1974,1,2,129000
16647,Sawyer,Single-Family,2,1975,1981,2,3,171000
12712,Sawyer,Single-Family,1,1973,2006,1,2,147000
10678,NoRidge,Single-Family,2,1992,2000,2,4,285000
4379,Somerst,Townhouse,1,2004,2004,2,2,214000
3523,Somerst,Townhouse,1,2006,2007,2,2,166000
3784,Somerst,Townhouse,1,2006,2007,2,2,193800
4230,Somerst,Townhouse,1,2006,2007,2,2,208900
3606,Somerst,Townhouse,1,2006,2007,2,2,194000
5330,Somerst,Townhouse,1,2006,2007,2,2,207500
4274,Somerst,Townhouse,1,2006,2007,1,1,199900
4251,Somerst,Townhouse,2,2006,2007,2,2,164700
2280,Somerst,Townhouse,2,1999,1999,2,3,176500
3230,Somerst,Townhouse,2,1999,1999,2,2,176000
2117,Somerst,Townhouse,2,2000,2000,2,2,168500
2117,Somerst,Townhouse,2,2000,2000,2,3,177000
2117,Somerst,Townhouse,2,2000,2000,2,3,177000
5105,Somerst,Townhouse,2,2004,2004,2,2,148800
2645,Somerst,Townhouse,2,1999,2000,2,2,174000
7399,Somerst,Single-Family,2,1997,1998,2,3,239000
7321,Somerst,Single-Family,1,1999,2000,2,3,204000
9466,Veenker,Townhouse,1,1994,1995,1,1,279700
12000,Veenker,Single-Family,1,1980,1980,2,3,255000
16157,Veenker,Single-Family,2,1978,1978,1,2,194000
10768,Veenker,Single-Family,1,1976,2004,2,3,218000
3840,Greens,Townhouse,1,1978,1998,1,1,213750
9600,Veenker,Single-Family,2,1976,1994,2,3,187000
9600,Veenker,Single-Family,1,1976,1976,2,3,181500
18890,Sawyer,Multi-Family,2,1977,1977,2,4,190000
7050,Somerst,Single-Family,2,2001,2001,2,3,226000
11700,NWAmes,Single-Family,1,1968,1968,1,3,143450
8000,NWAmes,Single-Family,2,1970,1970,2,4,240050
8723,NWAmes,Single-Family,2,1969,1969,1,3,162500
11700,NWAmes,Single-Family,1,1968,1968,1,3,164000
11358,NWAmes,Single-Family,1,1972,1987,2,3,185000
9547,NWAmes,Single-Family,1,1993,1993,2,2,188500
10530,NWAmes,Single-Family,2,1993,1993,2,3,255000
11500,NWAmes,Multi-Family,1,1976,1976,2,4,136905
10738,NWAmes,Single-Family,1,1966,1966,2,3,158500
9600,NWAmes,Single-Family,1,1973,1973,1,3,175500
10800,NWAmes,Single-Family,1,1963,1963,1,3,127000
8050,NAmes,Single-Family,1,1967,1993,1,3,127000
10355,NAmes,Single-Family,1,1967,1967,2,3,143000
10289,NAmes,Single-Family,1,1965,1965,1,3,156000
9503,NAmes,Single-Family,1,1958,1983,1,2,144000
10624,NAmes,Multi-Family,1,1964,1964,2,6,119000
10899,NAmes,Multi-Family,1,1964,1964,2,2,103000
12342,NAmes,Single-Family,1,1960,1978,1,3,139900
12772,NAmes,Single-Family,1,1960,1998,1,2,151500
8892,NAmes,Single-Family,1,1960,1960,1,3,126500
10482,NAmes,Single-Family,2,1958,1958,1,3,145000
7535,NAmes,Single-Family,1,1958,1985,1,2,120000
7450,NAmes,Single-Family,1,1956,1956,1,2,124000
8339,NAmes,Single-Family,1,1959,1959,1,3,106500
14357,NAmes,Single-Family,1,1961,1961,1,2,140500
8243,NAmes,Single-Family,1,1961,1961,1,3,137500
8680,NAmes,Single-Family,1,1960,1960,1,3,117600
8800,NAmes,Single-Family,1,1966,1966,2,3,163500
9200,NAmes,Single-Family,2,1965,1965,2,3,161000
9350,NAmes,Single-Family,2,1964,1991,2,3,158000
8800,NAmes,Single-Family,2,1964,1997,2,5,224500
11382,NAmes,Single-Family,1,1964,1964,1,3,147000
22002,NAmes,Single-Family,1,1959,1991,1,3,200000
14585,NAmes,Single-Family,1,1960,1987,1,3,181900
7388,NAmes,Single-Family,1,1959,2002,1,3,150750
9842,NAmes,Multi-Family,1,1962,1962,2,2,101800
8280,NAmes,Single-Family,1,1950,1950,1,2,124000
12172,NAmes,Single-Family,1,1940,1996,1,2,138500
5175,BrkSide,Single-Family,1,1958,2000,1,2,112000
9500,NAmes,Single-Family,2,1964,1978,1,4,165000
9600,NAmes,Single-Family,1,1955,1955,1,2,144000
11345,NAmes,Multi-Family,2,1948,1950,2,4,137000
9492,NAmes,Single-Family,2,1941,1950,1,3,105000
9480,NAmes,Single-Family,2,1942,1995,1,3,146500
8668,NAmes,Multi-Family,1,1968,1968,2,4,126000
10050,NAmes,Single-Family,2,1966,1966,2,3,175000
9600,NAmes,Single-Family,2,1961,1961,1,3,158500
10150,NAmes,Single-Family,1,1958,1958,1,2,114500
11344,NAmes,Single-Family,2,1958,1958,1,3,144000
18450,NAmes,Single-Family,2,1965,1979,2,3,129000
8760,NAmes,Single-Family,1,1957,1999,1,2,141000
6860,NAmes,Single-Family,1,1956,1956,1,3,131000
8250,NAmes,Single-Family,1,1963,1963,1,3,142100
8176,NAmes,Single-Family,1,1958,1992,1,3,139000
9750,NAmes,Single-Family,1,1958,1958,1,4,157900
9250,NAmes,Single-Family,1,1954,2005,1,3,139400
11988,NAmes,Single-Family,1,1957,1957,1,3,150000
9100,NAmes,Single-Family,1,1960,1960,1,3,120000
9736,NAmes,Single-Family,1,1957,1969,1,4,174850
9770,NAmes,Single-Family,1,1957,1957,1,2,116000
10152,NAmes,Single-Family,1,1956,1956,1,3,135000
12155,NAmes,Single-Family,1,1970,1970,2,3,163500
12198,NAmes,Single-Family,1,1955,1975,1,3,130000
10050,NAmes,Single-Family,1,1955,1955,1,3,129500
11556,NAmes,Single-Family,1,1953,2006,1,3,142000
8078,NAmes,Multi-Family,1,1958,1958,2,4,128600
10950,NAmes,Single-Family,1,1952,1952,1,2,125000
7942,NAmes,Single-Family,1,1953,1953,1,3,136000
8923,NAmes,Single-Family,1,1953,2006,1,2,134500
8540,NAmes,Single-Family,1,1956,2003,1,3,127000
7134,NAmes,Single-Family,2,1955,1955,1,3,130000
7150,NAmes,Single-Family,2,1955,1955,1,4,115000
8400,NAmes,Single-Family,1,1955,1955,1,3,116900
13300,NAmes,Single-Family,1,1956,2000,1,2,132000
9532,NAmes,Single-Family,1,1953,1953,1,3,153000
15783,OldTown,Single-Family,1,1952,1952,1,2,112500
14190,OldTown,Single-Family,2,1890,2006,2,3,138000
9600,NAmes,Single-Family,1,1949,2003,1,2,135000
12099,NAmes,Single-Family,2,1953,2004,1,3,156000
10134,OldTown,Single-Family,2,1940,1950,1,2,109000
5500,OldTown,Single-Family,1,1956,1956,1,1,103200
10284,OldTown,Single-Family,2,1925,1993,2,1,128500
10800,OldTown,Single-Family,2,1895,1999,1,3,148000
5400,OldTown,Single-Family,1,1920,1950,1,2,86000
10090,NAmes,Single-Family,2,1963,1999,2,4,172000
8700,NAmes,Single-Family,1,1961,1961,1,3,120000
8300,NAmes,Single-Family,1,1968,1968,1,3,128500
11606,NAmes,Single-Family,2,1969,1969,1,5,135000
8064,NAmes,Single-Family,2,1949,2006,1,3,122900
11664,NAmes,Single-Family,1,1948,1950,1,2,119200
10496,NAmes,Single-Family,2,1949,1950,2,3,143000
7200,NAmes,Single-Family,1,1950,1950,1,3,119000
7200,NAmes,Single-Family,1,1950,1950,1,3,102000
7200,NAmes,Single-Family,1,1950,2002,1,3,129000
7000,NAmes,Single-Family,1,1960,2002,1,2,135000
7500,NAmes,Single-Family,1,1959,2003,1,3,152000
7315,NAmes,Single-Family,1,1958,1958,1,3,140000
7903,NAmes,Single-Family,1,1960,1960,1,3,152000
8000,NAmes,Single-Family,1,1960,1960,1,3,156500
8000,NAmes,Multi-Family,1,1961,1961,2,6,141000
7000,NAmes,Single-Family,1,1961,1961,1,3,99000
9760,NAmes,Single-Family,2,1964,1993,2,3,187000
7590,NAmes,Single-Family,2,1962,1962,2,4,169500
6600,NAmes,Single-Family,1,1962,1962,1,2,125500
6760,NAmes,Single-Family,2,1962,1962,1,3,130000
6978,OldTown,Single-Family,1,1926,1980,1,2,103000
9600,OldTown,Single-Family,2,1910,2002,2,2,132000
6000,OldTown,Single-Family,2,1927,1950,1,3,127500
4480,OldTown,Single-Family,1,1922,1950,1,2,89500
7200,OldTown,Multi-Family,2,1980,1980,1,2,140000
3153,OldTown,Single-Family,1,1920,1990,1,2,99900
10800,OldTown,Single-Family,1,1885,1995,1,2,100000
7200,OldTown,Single-Family,1,1940,1950,1,2,130000
9000,OldTown,Single-Family,2,1900,2006,1,2,135000
6000,OldTown,Single-Family,2,1948,2002,1,2,120000
5925,OldTown,Single-Family,1,1937,2000,1,2,89471
5925,OldTown,Single-Family,2,1900,1950,1,3,85000
6000,OldTown,Single-Family,1,1920,1950,1,2,108500
9639,OldTown,Single-Family,2,1900,1950,2,4,137000
3880,OldTown,Single-Family,1,1945,1997,1,2,110500
8520,OldTown,Single-Family,1,1923,2006,1,2,100000
10337,OldTown,Single-Family,2,1910,1999,2,3,184900
9863,OldTown,Single-Family,2,1927,1950,1,4,145000
9600,OldTown,Single-Family,2,1925,1994,1,3,125000
4571,OldTown,Single-Family,2,1910,1950,1,3,114000
13600,OldTown,Multi-Family,2,1900,1950,2,5,90000
8398,OldTown,Single-Family,2,1910,1990,2,3,144100
9900,OldTown,Single-Family,2,1880,1950,2,5,117500
3600,OldTown,Single-Family,2,1930,2005,1,3,124500
13500,OldTown,Single-Family,2,1879,1987,2,3,185000
7200,OldTown,Multi-Family,2,1910,1998,2,4,133900
5400,OldTown,Single-Family,1,1926,2004,2,3,152000
8100,OldTown,Single-Family,1,1948,1973,1,2,153500
10800,OldTown,Single-Family,2,1890,1998,1,3,159500
9439,OldTown,Single-Family,2,1930,1950,1,2,87000
8626,OldTown,Single-Family,1,1956,1956,1,2,104500
11800,OldTown,Single-Family,2,1949,2002,2,1,110000
6854,BrkSide,Single-Family,1,1925,1994,1,1,136500
8674,BrkSide,Single-Family,2,1950,1950,1,3,128250
8731,BrkSide,Single-Family,1,1920,1950,1,3,144000
8737,BrkSide,Single-Family,2,1923,1950,1,3,210000
6125,BrkSide,Single-Family,2,1939,1998,2,3,135000
6000,BrkSide,Single-Family,2,1939,1950,1,3,128000
6000,BrkSide,Single-Family,2,1941,1950,1,3,131000
6120,BrkSide,Single-Family,1,1939,1950,1,2,113000
6240,BrkSide,Single-Family,2,1938,1950,1,3,126000
6240,BrkSide,Single-Family,2,1939,1952,1,4,132000
6240,BrkSide,Single-Family,2,1930,1992,1,3,131750
6120,BrkSide,Single-Family,2,1926,1950,1,2,132500
6120,BrkSide,Single-Family,2,1920,2004,1,4,137500
6120,BrkSide,Single-Family,1,1929,2001,1,2,132000
6240,BrkSide,Single-Family,2,1931,1950,1,3,127500
6180,BrkSide,Single-Family,1,1926,1950,1,2,102000
7755,OldTown,Single-Family,2,1918,1995,2,4,200000
13515,BrkSide,Single-Family,2,1919,1950,1,3,180500
8850,BrkSide,Single-Family,2,1920,1950,1,3,165000
8550,BrkSide,Single-Family,2,1926,1950,1,4,90000
8730,BrkSide,Single-Family,2,1915,2003,1,3,153575
5700,OldTown,Single-Family,2,1929,1990,1,3,140000
8520,OldTown,Single-Family,2,1916,1950,2,5,136000
5680,OldTown,Single-Family,2,1901,1950,2,3,113000
5680,OldTown,Single-Family,2,1901,1950,1,2,117000
7758,IDOTRR,Single-Family,2,1931,1950,1,4,169500
7449,IDOTRR,Single-Family,1,1930,1950,1,3,139400
13200,IDOTRR,Single-Family,2,1963,1963,3,5,202500
6882,IDOTRR,Single-Family,2,1914,2006,1,3,127000
9000,IDOTRR,Single-Family,2,1937,1950,1,3,141000
9780,IDOTRR,Single-Family,2,1950,2005,1,4,212300
10320,IDOTRR,Single-Family,2,1915,1950,1,3,161000
4330,IDOTRR,Multi-Family,2,1958,1958,2,3,99500
7200,IDOTRR,Single-Family,2,1920,1996,1,3,101000
4800,IDOTRR,Single-Family,1,1916,1990,1,2,109900
12358,OldTown,Single-Family,2,1941,1950,1,2,128500
10120,OldTown,Multi-Family,2,1910,1950,1,4,122000
4388,OldTown,Single-Family,1,1930,1950,1,3,87000
12888,Sawyer,Single-Family,2,1937,1980,1,3,219000
18030,ClearCr,Single-Family,2,1946,1994,3,3,200500
8160,Edwards,Single-Family,2,1940,1950,1,3,126000
4484,SWISU,Multi-Family,2,1942,1979,1,2,108500
11235,Sawyer,Multi-Family,2,1963,1963,1,3,130000
11235,Sawyer,Single-Family,2,1964,1980,1,2,158450
14299,Sawyer,Single-Family,1,1964,1964,1,3,115400
7943,Sawyer,Single-Family,1,1961,1961,1,3,118500
14149,Sawyer,Single-Family,2,1964,2001,2,3,165000
11677,Sawyer,Single-Family,1,1966,1966,1,3,123000
8400,Sawyer,Single-Family,2,1966,1966,1,3,129000
7094,Sawyer,Single-Family,1,1966,1966,1,3,125000
8978,Sawyer,Single-Family,1,1968,1968,1,3,108000
8425,Sawyer,Multi-Family,1,1971,1990,1,2,119900
8665,Sawyer,Single-Family,1,1968,1968,1,3,115000
8398,Sawyer,Single-Family,1,1967,1967,1,2,134500
7742,Sawyer,Single-Family,1,1966,1966,1,3,127000
8724,Sawyer,Single-Family,1,1968,1968,1,3,129000
8197,Sawyer,Single-Family,1,1977,1977,1,3,143500
8169,Sawyer,Single-Family,1,1966,1966,1,3,129000
14175,Sawyer,Single-Family,1,1956,1998,1,3,187000
16779,Sawyer,Single-Family,2,1920,1996,3,4,158000
25339,Sawyer,Single-Family,1,1918,2007,2,3,112000
6960,Sawyer,Single-Family,2,1940,1998,1,2,165250
11375,Sawyer,Single-Family,1,1954,1995,1,3,150000
13770,Sawyer,Single-Family,1,1958,1998,1,3,137000
9000,Sawyer,Single-Family,1,1945,1950,1,3,89500
11075,ClearCr,Single-Family,1,1984,1984,2,3,182000
10029,ClearCr,Single-Family,2,1988,1989,2,4,211000
17541,Edwards,Single-Family,1,1948,2005,2,3,216000
22692,Edwards,Single-Family,1,1953,1953,2,3,130000
17808,Edwards,Single-Family,1,1946,1950,1,2,109900
12671,ClearCr,Single-Family,1,1954,1994,3,4,255000
12615,Edwards,Single-Family,1,1950,2001,2,4,243000
10512,Edwards,Single-Family,2,1954,1954,1,3,154000
5400,SWISU,Single-Family,1,1958,1958,1,3,118000
11515,Edwards,Single-Family,1,1958,1994,1,3,80000
7711,Edwards,Multi-Family,1,1977,1977,2,4,150000
9098,Edwards,Single-Family,1,1920,2002,1,2,86000
3869,Edwards,Townhouse,1,1984,1984,2,2,130000
9280,Edwards,Single-Family,1,1951,1951,1,4,125000
11100,Edwards,Single-Family,2,1951,1994,1,4,136500
7550,Edwards,Single-Family,2,1920,1950,2,4,96000
9060,Edwards,Single-Family,1,1957,2006,1,3,120000
23920,SawyerW,Single-Family,2,1984,1984,2,4,228500
10357,SawyerW,Single-Family,1,1990,1991,2,3,179900
13474,SawyerW,Single-Family,2,1990,1991,2,4,225000
13125,SawyerW,Single-Family,2,1991,1991,2,4,238000
11287,SawyerW,Single-Family,2,1989,1989,2,3,228500
9317,SawyerW,Single-Family,2,1994,2001,2,3,220000
9178,CollgCr,Single-Family,1,2007,2007,2,3,250000
10652,CollgCr,Single-Family,1,2006,2007,2,3,279500
11175,CollgCr,Single-Family,1,2007,2007,2,3,200141
10235,CollgCr,Single-Family,1,2007,2007,2,3,246500
9588,CollgCr,Single-Family,2,2007,2007,2,3,276000
8814,CollgCr,Single-Family,1,2005,2007,2,3,203000
11103,CollgCr,Single-Family,2,2006,2006,2,3,155835
8556,CollgCr,Single-Family,1,2006,2006,2,2,194000
6762,CollgCr,Single-Family,1,2007,2007,2,2,195400
11750,CollgCr,Single-Family,1,2005,2006,2,3,217000
8760,CollgCr,Single-Family,1,2006,2006,2,3,212999
7242,CollgCr,Single-Family,1,2005,2006,2,2,175900
9316,CollgCr,Single-Family,2,2005,2006,2,3,191000
9317,CollgCr,Single-Family,1,2006,2006,2,3,176432
14364,SawyerW,Single-Family,2,1988,1989,2,3,277000
8883,SawyerW,Single-Family,2,1988,1988,2,3,207000
159000,ClearCr,Single-Family,2,1958,2006,2,4,277000
53107,ClearCr,Single-Family,2,1992,1992,2,3,240000
12205,ClearCr,Single-Family,2,1966,2007,2,5,187500
14217,CollgCr,Single-Family,1,1994,1994,1,3,139500
8775,CollgCr,Single-Family,1,1994,1994,1,3,126000
11249,CollgCr,Single-Family,1,1995,1995,2,3,177500
10021,CollgCr,Single-Family,2,1997,2006,2,3,175000
9531,CollgCr,Single-Family,2,1998,1998,2,3,211000
